ID,Gender,Location,E-Paylater User Status,Educational Background,Year of Birth,Job Status,Monthly Income,Online Shopping Expenditure Percentage,IBB1,IBB2,IBB3,IBB4,P1,P2,P3,P4,SI1,SI2,SI3,SI4,SI5,SI6,H1,H2,H3,H4,SC1,SC2,SC3,SC4,SC5,NE1,NE2,NE3,NE4,NE5
587,Female,East Kalimantan,Non e-paylater user,Post Graduate,1968,Working,"Rp 7,500,001 - Rp 10,000,000",61% - 80%,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,2,2,4,4,4,4,4,4,3,3
588,Female,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,2
589,Male,East Kalimantan,Non e-paylater user,Bachelor/Diploma IV,1987,Working,"More than Rp 10,000,000",Less than 20%,2,1,2,1,1,1,1,1,2,3,4,4,4,3,3,3,3,3,5,5,1,4,5,5,5,5,5,2
590,Female,East Java,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,2,4,3,4,3,3,2,2,2,2,2,4,3,3,3,4,4,3,3,3,5,4,4,3,3
591,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1969,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,3,4,3,2,4,4,5,4,4,3,3,3,4,4,5,5,5,4,4,2,3,3,4,4,4,4,4
592,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Working,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,4,1,1,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,4,2,2,2,5,4,1,4,3
593,Female,East Kalimantan,e-paylater user,Until Senior High School,1970,Students,"Less than Rp 1,000,000",Less than 20%,4,2,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,5,2,5,4,4,4,4,5,5
594,Female,DKI Jakarta,e-paylater user,Until Senior High School,1978,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,2,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,4,1,1,1,3,3,3,4,4
595,Male,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,2,1,1,5,5,5,5,5
596,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1991,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,2,2,3,2,4,2,4,3,4,3,2,3,3,4,4,4,4,3,3,2,2,2,4,3,4,3,3
597,Female,East Kalimantan,Non e-paylater user,Post Graduate,1982,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,2,2,2,4,4,2,4,2,2,2,2,2,5,4,4,4,4,4,4,2,4,4,1,2,2,2,2
598,Female,East Kalimantan,Non e-paylater user,Until Senior High School,1987,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3
599,Female,East Kalimantan,e-paylater user,Until Senior High School,1977,Students,"Less than Rp 1,000,000",Less than 20%,4,4,3,4,4,4,4,4,2,2,2,2,2,2,4,4,4,4,2,2,4,4,4,1,3,4,3,4
600,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2004,Students,"Less than Rp 1,000,000",Less than 20%,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,4,2,3,2,5,4,5,5,4
601,Female,West Sumatera,e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,5,5,5,5
602,Female,East Kalimantan,Non e-paylater user,Post Graduate,1972,Working,"More than Rp 10,000,000",Less than 20%,4,2,1,1,1,1,1,1,2,2,2,1,1,1,4,4,4,4,4,4,3,3,4,2,2,2,1,1
603,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,3,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,5,5,2,3,4,3,3,4,3,4
604,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,3,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,3,3,2,3,2
605,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,1998,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,5,5,5,5
606,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,1,1,1,1,1,4,1,1,1,1,4,3,4,3,3,3,4,4,4,4,4,4,4,2
607,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,3,3,3,4,3,4,4,3,3,3,3,3,4,3,4,4,4,4,3,3,3,2,2,2,2,2
608,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,5,2,2,2,2,2,2,2,2,2,2,2,4,3,4,3,4,4,3,2,4,3,3,3,3,3
609,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,4,2,4,2,4,4,3,3,4,3,3,3,3,3,3,3,4,1,4,4,3,2,2,3,2,2,3,2
610,Female,Bengkulu,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,1,4,5,4,5,5,4,5
611,Female,West Sumatera,Non e-paylater user,Until Senior High School,2005,Students,"Less than Rp 1,000,000",Less than 20%,4,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,3,4,3,4,4,3,3
612,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Not Working,"More than Rp 10,000,000",21% - 40%,3,3,3,2,1,1,1,1,1,1,1,1,1,1,4,1,3,3,4,4,2,2,5,5,4,3,3,2
613,Female,West Sumatera,Non e-paylater user,Until Senior High School,2003,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,2,1,1,1,1,2,2,2,2,2,2,3,3,4,4,3,4,2,2,2,3,3,4,4,4
614,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,3,2,3,2,4,4,3,3,4,2,2,2,1,1,5,5,5,5,4,4,2,3,4,1,2,5,2,2
615,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,3,3,3,3,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,2,2,3,3,2
616,Female,Provinsi South Sulawesi,Non e-paylater user,Until Senior High School,1992,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,2,2,2,3,3,3,3,3
617,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Students,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,5,4,2,3,5,2,4,2,2
618,Female,West Sumatera,Non e-paylater user,Post Graduate,2001,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,2,1,2,2,1,1,1,1,1,1,1,2,2,2,3,2,4,3,3,3,4,2,4,2,3,2,2,2
619,Female,West Sumatera,Non e-paylater user,Post Graduate,1989,Working,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,1,4,4,3,1,1,1,1,2,2,2,2,2,2,3,3,3,3,5,5,3,4,4,4,3,3,4,5
620,Female,DKI Jakarta,Non e-paylater user,Post Graduate,1991,Working,"More than Rp 10,000,000",Less than 20%,3,2,4,1,2,2,2,2,3,3,3,2,2,2,4,4,4,4,4,4,3,4,4,5,4,5,4,4
621,Female,Central Java,Non e-paylater user,Until Senior High School,1988,Students,"Less than Rp 1,000,000",41% - 60%,1,2,4,4,3,3,3,3,3,4,3,2,2,3,5,4,4,4,4,4,3,2,3,5,5,4,3,3
622,Female,North Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,4,4,5,5,1,5,5
623,Female,North Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,3,3,3,3,3
624,Female,North Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,5,4,4,2,3,3,5,5,5,5,5
625,Female,North Sumatera,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,4,4,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,1,1,1,1,1
626,Male,North Sumatera,Non e-paylater user,Bachelor/Diploma IV,2003,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",21% - 40%,4,4,4,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,2,2,2,2,2
627,Female,North Sumatera,Non e-paylater user,Post Graduate,2000,Working,"More than Rp 10,000,000",Less than 20%,3,2,2,2,2,2,2,2,3,3,3,4,3,4,3,3,3,3,4,4,2,3,2,3,3,3,3,4
628,Female,North Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 7,500,001 - Rp 10,000,000",41% - 60%,4,4,4,4,1,1,1,1,2,2,2,2,2,2,4,4,4,4,3,4,2,2,2,5,3,2,2,3
629,Male,North Sumatera,e-paylater user,Post Graduate,2002,Entrepreneur,"More than Rp 10,000,000",21% - 40%,5,3,2,5,5,4,5,4,5,5,4,5,3,5,4,5,5,4,4,5,1,3,1,1,2,4,5,4
630,Female,Sulawesi Tengah,e-paylater user,Bachelor/Diploma IV,1986,Students,"Less than Rp 1,000,000",61% - 80%,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,3
631,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2003,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,3,3,3,3,4
632,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,4,4,3,3,3,3,2
633,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",21% - 40%,1,2,2,2,4,4,2,2,4,2,3,2,2,2,4,4,4,4,4,4,4,4,4,5,5,5,5,5
634,Female,West Sumatera,Non e-paylater user,Post Graduate,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,3,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,3,2,2,2,4,4,4,4,4
635,Female,Riau,Non e-paylater user,Until Senior High School,2003,Working,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,1,2,2,1,1,1,1,1,1,2,4,4,4,4,4,4,2,2,3,3,4,2,2,2
636,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"More than Rp 10,000,000",Less than 20%,4,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,3,3,3,3,3,3,3
637,Male,Riau,Non e-paylater user,Post Graduate,2003,Students,"More than Rp 10,000,000",Less than 20%,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,2,2,2,3,3,3,3,3
638,Female,West Sumatera,Non e-paylater user,Post Graduate,2003,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,4,4,1,1,1,1,1,3,1,1,1,5,3,4,3,3,4,5,3,3,3,1,1,1,1,1
639,Female,Riau,e-paylater user,Bachelor/Diploma IV,2003,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,1,1,1,1,2,4,2,2,2,1,1,1,1,4,4,2,4,4,4,5,5,5,5,5,5,5,4,3
640,Female,Riau,Non e-paylater user,Until Senior High School,2005,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,4,4,4,3,3
641,Female,West Sumatera,Non e-paylater user,Until Senior High School,2001,Students,"Less than Rp 1,000,000",21% - 40%,3,2,4,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,4,3,3,3,2
642,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2001,Students,"Less than Rp 1,000,000",Less than 20%,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,4,3,3,3,3
643,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,3,3,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,2,1,3,5,5,5,5,5
644,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,5,3,3,3,5,5,5,5,5
645,Female,Riau,Non e-paylater user,Bachelor/Diploma IV,2001,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,3,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,4,4,5,4,2,2,2,2
646,Female,North Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,2,2,4,3,2,2,2,2,2,2,2,2,2,4,4,3,4,3,4,4,2,3,4,5,4,4,3,3
647,Female,Banten,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,3,2,3,3,4,4,4,3,4,3,4,4,2,3,4,4,4,4,3,4,3,3,3,4,5,5,4,3
648,Female,East Java,Non e-paylater user,Bachelor/Diploma IV,2002,Not Working,"Less than Rp 1,000,000",Less than 20%,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,3,3,4,4,4
649,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1979,Students,"Less than Rp 1,000,000",Less than 20%,3,3,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,3,4,4,3,4,3,5,4,5,4,4
650,Female,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,3,2,3,1,1,1,1,1,1,1,1,1,3,4,4,5,4,4,3,3,2,3,2,3,2,2,1
651,Male,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Working,"More than Rp 10,000,000",Less than 20%,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3
652,Male,West Sumatera,Non e-paylater user,Post Graduate,2000,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,4,1,2,2,2,2,2,1,2,2,1,2,3,3,4,3,4,5,2,3,3,1,1,2,4,4
653,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",Less than 20%,4,3,2,1,2,2,2,2,2,4,2,2,2,4,4,4,4,4,4,4,2,4,4,3,5,4,4,3
654,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,5,4,4,1,1,1,1,1,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,1,1,2,1
655,Female,West Sumatera,e-paylater user,"Diploma I, II, III",2000,Students,"Rp 1,000,001 - Rp 2,500,000",61% - 80%,4,4,3,5,3,3,3,3,3,3,3,3,3,4,5,5,5,5,3,3,2,3,2,3,4,3,3,3
656,Female,West Sumatera,e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,3,2,3,4,5,5,5,4,5,1,4,3,4,4,4,4,4,4,3,3,2,2,3,2,3,3,3,4
657,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,2,2,4,3,4,4,3
658,Female,West Sumatera,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",Less than 20%,5,4,4,3,2,2,2,2,3,3,3,3,3,3,4,5,5,4,4,4,3,2,3,4,3,4,3,3
659,Female,West Sumatera,e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,2,2,2,4,2,2,4,2,2,2,2,2,3,3,3,3,4,4,2,4,4,3,3,4,4,4
660,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,1998,Students,"Less than Rp 1,000,000",More than 100%,3,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
661,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,2,2,4,4,4,3,3
662,Female,West Java,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,1,4,1,3,3,3,3,2,5,3,1,1,1,4,4,4,4,5,5,3,2,5,5,5,5,5,4
663,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",21% - 40%,3,2,2,3,1,1,1,1,2,3,3,3,3,3,4,4,4,4,3,3,2,2,2,5,5,5,4,4
664,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2
665,Female,West Sumatera,Non e-paylater user,Post Graduate,2000,Working,"More than Rp 10,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,4,3,3,3,5,5,5,5,5
666,Female,West Sumatera,e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",Less than 20%,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3
667,Male,West Sumatera,e-paylater user,Post Graduate,2001,Entrepreneur,"More than Rp 10,000,000",21% - 40%,5,3,2,5,5,4,5,4,5,5,4,5,3,5,4,5,5,4,4,5,1,3,1,1,2,4,5,4
668,Female,West Sumatera,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",41% - 60%,3,3,4,4,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,2,2,3,5,5,4,5,3
669,Female,West Sumatera,Non e-paylater user,"Diploma I, II, III",2000,Students,"Less than Rp 1,000,000",21% - 40%,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,2,1,2,2,2,3,4,3
670,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Working,"More than Rp 10,000,000",21% - 40%,4,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,2,2,3,3,4,4,3,3
671,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2000,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,4,4,1,1,1,1,2,3,2,2,2,2,4,4,4,4,3,3,2,3,4,4,4,4,4,4
672,Female,Lampung,Non e-paylater user,Bachelor/Diploma IV,1999,Working,"Rp 7,500,001 - Rp 10,000,000",21% - 40%,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,4,4,5,4,3,3,3
673,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,3,2,3,2,1,1,1,1,2,2,2,1,1,1,4,3,4,4,4,4,2,2,2,3,3,3,3,3
674,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1997,Working,"More than Rp 10,000,000",Less than 20%,4,5,2,4,5,5,2,4,5,2,4,5,3,5,3,5,3,5,4,2,2,1,3,5,4,5,3,5
675,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",41% - 60%,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,4,4,2,3,3,3,3,3,2,3
676,Female,Lampung,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,2,2,1,4,1,1,2,2,2,2,2,2,2,2,4,4,4,4,3,3,2,2,3,3,3,5,3,4
677,Male,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Rp 1,000,001 - Rp 2,500,000",21% - 40%,4,3,3,2,3,4,2,3,2,3,2,2,2,2,4,4,4,4,5,4,3,3,3,4,3,4,4,3
678,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,4,3,3,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,2,2,4,4
679,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Rp 1,000,001 - Rp 2,500,000",41% - 60%,5,4,5,4,2,2,2,2,1,1,1,1,1,1,4,4,4,4,4,3,1,2,2,2,2,4,5,3
680,Male,Lampung,e-paylater user,Bachelor/Diploma IV,1997,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,5,5,5,5,5
681,Male,South Sumatera,Non e-paylater user,Until Senior High School,1996,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,3,3,2,3,3,3,4,3
682,Female,Lampung,Non e-paylater user,Until Senior High School,1995,Students,"Less than Rp 1,000,000",Less than 20%,4,3,2,1,5,5,3,5,4,3,3,3,3,3,4,4,4,5,5,5,4,5,5,1,1,1,1,1
683,Female,South Sumatera,Non e-paylater user,Post Graduate,1994,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,3,4,4,4,4,4,4
684,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",Less than 20%,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,5,4,4,4,4,3
685,Female,South Sumatera,Non e-paylater user,Post Graduate,1998,Working,"Rp 7,500,001 - Rp 10,000,000",Less than 20%,2,2,3,2,2,2,1,2,2,2,3,2,3,3,4,3,4,3,4,3,3,3,3,3,2,4,3,4
686,Female,Lampung,Non e-paylater user,Until Senior High School,1997,Students,"Less than Rp 1,000,000",Less than 20%,4,3,3,3,1,1,1,1,2,2,2,2,2,2,1,1,1,1,3,3,3,4,4,3,3,3,3,3
687,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",21% - 40%,3,4,4,4,2,4,2,1,2,1,1,1,1,1,5,5,5,3,3,4,3,3,2,5,4,5,3,5
688,Female,Lampung,e-paylater user,Bachelor/Diploma IV,1995,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,5,5,5,4,1,1,1,1,2,1,2,1,1,2,4,3,4,3,3,4,2,3,3,5,4,4,3,3
689,Female,South Sumatera,e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",21% - 40%,4,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,3,2,3,2,3,2
690,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1999,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,2,3,3,2,1,1,1,1,1,1,2,4,1,1,4,4,5,4,5,4,1,5,5,3,5,4,3,4
691,Female,South Sumatera,Non e-paylater user,"Diploma I, II, III",1998,Students,"Less than Rp 1,000,000",Less than 20%,4,4,2,2,2,2,2,2,3,4,3,3,3,3,4,4,4,4,4,4,2,3,2,5,5,5,5,5
692,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1997,Students,"Less than Rp 1,000,000",Less than 20%,4,5,2,4,3,3,5,5,4,2,4,5,5,2,4,5,2,4,4,5,4,2,1,1,2,4,5,2
693,Female,West Sumatera,Non e-paylater user,Until Senior High School,2000,Students,"Less than Rp 1,000,000",41% - 60%,5,3,3,3,1,1,1,1,1,1,1,1,1,3,4,4,4,4,3,4,2,2,2,2,2,2,2,1
694,Female,South Sumatera,Non e-paylater user,Post Graduate,1996,Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,4,4,4,4,4
695,Female,Lampung,Non e-paylater user,"Diploma I, II, III",1995,Not Working,"Rp 5,000,001 - Rp 7,500,000",Less than 20%,2,2,4,2,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,3,3,3,3
696,Female,South Sumatera,Non e-paylater user,Until Senior High School,1994,Students,"Less than Rp 1,000,000",Less than 20%,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,3,2,4,2,2
697,Female,Lampung,Non e-paylater user,Until Senior High School,1999,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,3,3,4,3,3,2,4,4,3,4,3,3
698,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2004,Working,"More than Rp 10,000,000",Less than 20%,2,2,2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,1
699,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,3,2,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,2,3,2,2,5,3,3,4,1
700,Male,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Entrepreneur,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,4,4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,2,2,4,3,3,4,3,1,1
701,Male,West Sumatera,Non e-paylater user,Until Senior High School,2002,Students,"Less than Rp 1,000,000",21% - 40%,2,2,2,4,1,1,1,1,2,2,2,2,2,2,4,3,4,3,4,4,2,3,2,2,2,2,2,2
702,Female,West Sumatera,Non e-paylater user,Bachelor/Diploma IV,2002,Working,"Rp 2,500,001 - Rp 5,000,000",Less than 20%,5,3,3,3,3,3,3,3,3,2,2,2,2,2,5,5,5,5,4,4,3,4,4,5,5,5,5,5
703,Male,West Sumatera,Non e-paylater user,Post Graduate,2001,Working,"More than Rp 10,000,000",Less than 20%,2,3,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,4,5,2,2,3,2,2
704,Female,West Sumatera,Non e-paylater user,Until Senior High School,2004,Students,"Rp 1,000,001 - Rp 2,500,000",Less than 20%,4,2,3,1,1,1,1,1,1,2,2,2,2,2,4,4,3,4,4,4,2,2,2,3,3,3,4,3
